customer_id,order_date,order_id,order_status,required_date,shipped_date,staff_name,store,id,userid,title,body,created_at
923,14/01/2016,20,4,16/01/2016,17/01/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1250,15/01/2016,21,4,16/01/2016,18/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1035,16/01/2016,22,4,18/01/2016,17/01/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1149,16/01/2016,23,4,19/01/2016,19/01/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
636,18/01/2016,24,4,20/01/2016,19/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
657,18/01/2016,25,4,21/01/2016,21/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1280,18/01/2016,26,4,21/01/2016,19/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
57,19/01/2016,27,4,21/01/2016,20/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
252,19/01/2016,28,4,20/01/2016,21/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
437,20/01/2016,29,4,22/01/2016,21/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1348,20/01/2016,30,4,21/01/2016,21/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1238,20/01/2016,31,4,22/01/2016,22/01/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1259,21/01/2016,32,4,24/01/2016,22/01/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
236,21/01/2016,33,4,22/01/2016,22/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
80,22/01/2016,34,4,25/01/2016,23/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
813,22/01/2016,35,4,25/01/2016,24/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1321,23/01/2016,36,4,24/01/2016,24/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
164,25/01/2016,37,4,28/01/2016,26/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
583,25/01/2016,38,4,27/01/2016,26/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1296,25/01/2016,39,4,26/01/2016,26/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
348,27/01/2016,40,4,28/01/2016,29/01/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
979,27/01/2016,41,4,30/01/2016,29/01/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1095,27/01/2016,42,4,28/01/2016,30/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1434,27/01/2016,43,4,28/01/2016,30/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
861,28/01/2016,44,4,31/01/2016,30/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1220,28/01/2016,45,4,31/01/2016,31/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
746,29/01/2016,46,4,31/01/2016,31/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1234,29/01/2016,47,4,30/01/2016,31/01/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1012,30/01/2016,48,4,01/02/2016,02/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
608,31/01/2016,49,4,01/02/2016,02/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
872,31/01/2016,50,4,03/02/2016,02/02/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1047,01/02/2016,51,4,02/02/2016,03/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
767,03/02/2016,52,4,04/02/2016,05/02/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
965,03/02/2016,53,4,04/02/2016,05/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
535,04/02/2016,54,4,07/02/2016,07/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1173,04/02/2016,55,4,07/02/2016,06/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1241,04/02/2016,56,4,06/02/2016,07/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1305,04/02/2016,57,4,06/02/2016,06/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
504,05/02/2016,58,4,07/02/2016,07/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
563,05/02/2016,59,4,07/02/2016,06/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
151,06/02/2016,60,4,08/02/2016,07/02/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
277,06/02/2016,61,4,09/02/2016,09/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
208,07/02/2016,62,4,10/02/2016,10/02/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1075,07/02/2016,63,4,09/02/2016,09/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1185,07/02/2016,64,4,08/02/2016,09/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
996,08/02/2016,65,4,09/02/2016,11/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1253,09/02/2016,66,4,12/02/2016,12/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
526,09/02/2016,67,4,11/02/2016,10/02/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
381,10/02/2016,68,4,11/02/2016,13/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1413,10/02/2016,69,4,12/02/2016,11/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
50,11/02/2016,70,3,11/02/2016,NULL,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
797,11/02/2016,71,4,14/02/2016,12/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1386,12/02/2016,72,4,15/02/2016,13/02/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
612,12/02/2016,73,4,15/02/2016,14/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
264,13/02/2016,74,4,15/02/2016,15/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
587,14/02/2016,75,4,15/02/2016,17/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
9,16/02/2016,76,3,16/02/2016,NULL,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
385,16/02/2016,77,4,19/02/2016,19/02/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1182,16/02/2016,78,4,18/02/2016,19/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
529,17/02/2016,79,4,20/02/2016,20/02/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
397,17/02/2016,80,4,20/02/2016,19/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
521,17/02/2016,81,4,19/02/2016,18/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1223,18/02/2016,82,4,21/02/2016,20/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
393,19/02/2016,83,4,20/02/2016,20/02/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
317,20/02/2016,84,4,22/02/2016,21/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1174,20/02/2016,85,4,23/02/2016,21/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
276,21/02/2016,86,4,22/02/2016,23/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
516,21/02/2016,87,4,22/02/2016,23/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1069,21/02/2016,88,4,22/02/2016,23/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
668,21/02/2016,89,4,24/02/2016,24/02/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
414,23/02/2016,90,4,25/02/2016,24/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
648,25/02/2016,91,4,27/02/2016,28/02/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1309,25/02/2016,92,4,28/02/2016,28/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1328,26/02/2016,93,4,28/02/2016,27/02/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
929,27/02/2016,94,4,28/02/2016,29/02/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
218,27/02/2016,95,4,29/02/2016,28/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1094,27/02/2016,96,4,29/02/2016,28/02/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
204,28/02/2016,97,4,29/02/2016,01/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1194,28/02/2016,98,4,29/02/2016,29/02/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1165,29/02/2016,99,4,01/03/2016,03/03/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1237,01/03/2016,100,4,04/03/2016,03/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
271,01/03/2016,101,4,04/03/2016,04/03/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
336,02/03/2016,102,4,05/03/2016,03/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
991,03/03/2016,103,4,06/03/2016,05/03/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
7,03/03/2016,104,4,05/03/2016,05/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
306,03/03/2016,105,4,05/03/2016,04/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
422,04/03/2016,106,4,05/03/2016,05/03/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
633,06/03/2016,107,4,09/03/2016,09/03/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
12,06/03/2016,108,4,09/03/2016,07/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1255,06/03/2016,109,4,09/03/2016,09/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
677,06/03/2016,110,4,08/03/2016,09/03/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
630,07/03/2016,111,4,10/03/2016,10/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
469,08/03/2016,112,4,11/03/2016,10/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1078,08/03/2016,113,4,11/03/2016,11/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1431,08/03/2016,114,4,10/03/2016,11/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1369,09/03/2016,115,4,11/03/2016,11/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
471,10/03/2016,116,4,11/03/2016,11/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
740,10/03/2016,117,4,13/03/2016,11/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
577,12/03/2016,118,4,14/03/2016,13/03/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
925,12/03/2016,119,4,14/03/2016,14/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
327,14/03/2016,120,4,15/03/2016,17/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
755,14/03/2016,121,4,15/03/2016,16/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
786,14/03/2016,122,4,16/03/2016,15/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
766,15/03/2016,123,4,18/03/2016,17/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
403,16/03/2016,124,4,18/03/2016,17/03/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
685,16/03/2016,125,4,19/03/2016,17/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1365,16/03/2016,126,4,18/03/2016,18/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
484,17/03/2016,127,4,18/03/2016,19/03/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
86,18/03/2016,128,4,20/03/2016,21/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
84,19/03/2016,129,4,21/03/2016,21/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1049,19/03/2016,130,4,22/03/2016,20/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
316,19/03/2016,131,4,22/03/2016,20/03/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
46,20/03/2016,132,4,22/03/2016,23/03/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
409,20/03/2016,133,4,22/03/2016,21/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
679,20/03/2016,134,4,21/03/2016,21/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1354,21/03/2016,135,4,23/03/2016,23/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1192,21/03/2016,136,4,24/03/2016,23/03/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
370,23/03/2016,137,4,26/03/2016,25/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
438,23/03/2016,138,4,24/03/2016,25/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
710,23/03/2016,139,4,24/03/2016,26/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1264,23/03/2016,140,4,26/03/2016,26/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
557,25/03/2016,141,4,27/03/2016,26/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
170,26/03/2016,142,4,27/03/2016,27/03/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
693,26/03/2016,143,4,28/03/2016,28/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1124,26/03/2016,144,4,29/03/2016,29/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
366,27/03/2016,145,4,29/03/2016,30/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
288,28/03/2016,146,4,30/03/2016,30/03/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
55,28/03/2016,147,4,31/03/2016,31/03/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
714,28/03/2016,148,4,30/03/2016,30/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
763,28/03/2016,149,4,30/03/2016,29/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
332,29/03/2016,150,4,31/03/2016,01/04/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
926,29/03/2016,151,4,01/04/2016,31/03/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
76,29/03/2016,152,4,30/03/2016,30/03/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
498,30/03/2016,153,4,02/04/2016,01/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1286,31/03/2016,154,4,01/04/2016,01/04/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
371,02/04/2016,155,4,03/04/2016,04/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
357,03/04/2016,156,4,06/04/2016,05/04/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
43,03/04/2016,157,4,06/04/2016,06/04/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
117,04/04/2016,158,3,04/04/2016,NULL,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
32,04/04/2016,159,4,06/04/2016,06/04/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
205,04/04/2016,160,4,06/04/2016,06/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
251,04/04/2016,161,4,07/04/2016,05/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
31,06/04/2016,162,4,08/04/2016,07/04/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1325,06/04/2016,163,4,07/04/2016,07/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
610,07/04/2016,164,4,08/04/2016,09/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
574,08/04/2016,165,4,10/04/2016,10/04/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
338,08/04/2016,166,4,11/04/2016,11/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1034,08/04/2016,167,4,09/04/2016,11/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1147,09/04/2016,168,4,12/04/2016,11/04/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
99,10/04/2016,169,4,11/04/2016,11/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1200,10/04/2016,170,4,11/04/2016,13/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
237,11/04/2016,171,4,14/04/2016,14/04/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1079,11/04/2016,172,4,12/04/2016,14/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
117,11/04/2016,173,4,14/04/2016,13/04/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1361,12/04/2016,174,4,13/04/2016,15/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
951,13/04/2016,175,4,14/04/2016,14/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
643,15/04/2016,176,4,16/04/2016,17/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
121,16/04/2016,177,4,19/04/2016,19/04/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
756,16/04/2016,178,4,17/04/2016,18/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
616,17/04/2016,179,4,19/04/2016,19/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
918,17/04/2016,180,4,20/04/2016,19/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
459,18/04/2016,181,4,20/04/2016,20/04/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
854,18/04/2016,182,4,19/04/2016,20/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
22,19/04/2016,183,4,20/04/2016,20/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
134,19/04/2016,184,4,21/04/2016,22/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
24,20/04/2016,185,3,20/04/2016,NULL,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1127,21/04/2016,186,4,22/04/2016,24/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
183,22/04/2016,187,4,23/04/2016,24/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
390,22/04/2016,188,4,23/04/2016,25/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1288,23/04/2016,189,4,24/04/2016,26/04/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
98,23/04/2016,190,4,25/04/2016,25/04/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
919,27/04/2016,191,4,28/04/2016,28/04/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
728,27/04/2016,192,4,28/04/2016,29/04/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1366,28/04/2016,193,4,30/04/2016,30/04/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
558,28/04/2016,194,4,30/04/2016,01/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
727,28/04/2016,195,4,01/05/2016,01/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1247,28/04/2016,196,4,30/04/2016,01/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
127,30/04/2016,197,4,03/05/2016,03/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
640,01/05/2016,198,4,04/05/2016,03/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
760,01/05/2016,199,4,04/05/2016,04/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1074,01/05/2016,200,4,03/05/2016,03/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
280,01/05/2016,201,4,04/05/2016,02/05/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
600,03/05/2016,202,4,05/05/2016,04/05/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1102,03/05/2016,203,4,05/05/2016,06/05/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
591,04/05/2016,204,4,07/05/2016,06/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
635,04/05/2016,205,4,05/05/2016,06/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
743,04/05/2016,206,4,06/05/2016,05/05/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
105,05/05/2016,207,4,07/05/2016,07/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
815,06/05/2016,208,4,07/05/2016,09/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
514,07/05/2016,209,4,08/05/2016,08/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
943,07/05/2016,210,4,08/05/2016,09/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1140,07/05/2016,211,4,09/05/2016,08/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1373,08/05/2016,212,4,09/05/2016,11/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
788,08/05/2016,213,4,09/05/2016,09/05/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
363,10/05/2016,214,4,12/05/2016,11/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1420,10/05/2016,215,4,13/05/2016,12/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
267,11/05/2016,216,4,14/05/2016,13/05/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
716,11/05/2016,217,4,12/05/2016,14/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1179,12/05/2016,218,4,14/05/2016,14/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1338,12/05/2016,219,4,15/05/2016,15/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1358,12/05/2016,220,4,14/05/2016,15/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1218,13/05/2016,221,4,16/05/2016,14/05/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
51,13/05/2016,222,4,16/05/2016,14/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
