2025-10-30 15:58:12 | INFO     | no-corre | etl.test             | Starting operation: test_operation
2025-10-30 16:34:33 | ERROR    | no-corre | etl.database         | Error reading CSV file products.csv: PandasOptimizer.__init__() got an unexpected keyword argument 'optimize_dtypes'. Did you mean 'auto_optimize_dtypes'?
2025-10-30 16:34:33 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with pandas optimization
2025-10-30 16:34:33 | ERROR    | no-corre | etl.database         | Error reading CSV file stocks.csv: PandasOptimizer.__init__() got an unexpected keyword argument 'optimize_dtypes'. Did you mean 'auto_optimize_dtypes'?
2025-10-30 16:34:33 | INFO     | no-corre | database.connection_manager | Connection pool closed successfully
2025-10-30 16:34:33 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 16:35:20 | DEBUG    | no-corre | asyncio              | Using proactor: IocpProactor
2025-10-30 16:35:20 | INFO     | no-corre | etl.api              | Fetching all API data concurrently...
2025-10-30 16:35:20 | DEBUG    | no-corre | etl.api              | Created new aiohttp session with connection pooling
2025-10-30 16:35:20 | INFO     | no-corre | etl.api              | Starting operation: batch_api_requests
2025-10-30 16:35:20 | INFO     | no-corre | etl.api              | Starting batch execution of 3 API requests
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Request failed in batch: unsupported operand type(s) for /: 'float' and 'str'
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Request failed in batch: unsupported operand type(s) for /: 'float' and 'str'
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Request failed in batch: unsupported operand type(s) for /: 'float' and 'str'
2025-10-30 16:35:22 | INFO     | no-corre | etl.api              | Batch execution complete: 6 responses
2025-10-30 16:35:22 | INFO     | no-corre | etl.api              | Completed operation: batch_api_requests
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Failed to process orders: Status 200
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Failed to process unknown: Status 0
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Failed to process unknown: Status 0
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Failed to process unknown: Status 0
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Failed to process order_items: Status 200
2025-10-30 16:35:22 | ERROR    | no-corre | etl.api              | Failed to process customers: Status 200
2025-10-30 16:35:22 | INFO     | no-corre | etl.api              | Async fetch complete - Success rate: 100.0%, Avg response time: 2.12s
2025-10-30 16:35:22 | DEBUG    | no-corre | etl.api              | Closed aiohttp session
2025-10-30 16:35:22 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-30 16:35:22 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-30 16:35:22 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /order_items HTTP/1.1" 200 None
2025-10-30 16:35:23 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /customers HTTP/1.1" 200 None
2025-10-30 16:35:37 | WARNING  | no-corre | database.connection_manager | Failed to create MySQL native pool: name 'mysql' is not defined, falling back to manual pool
2025-10-30 16:35:37 | INFO     | no-corre | database.connection_manager | Initialized manual connection pool with 5 connections
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Reading brands.csv with pandas optimization
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 9 rows, 2 columns
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 8.9%)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\brands.csv: (9, 2) shape
2025-10-30 16:35:37 | INFO     | no-corre | etl.database         | Read brands.csv: (9, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:35:37 | ERROR    | no-corre | etl.database         | Error reading CSV file brands.csv: 'DatabaseManager' object has no attribute 'validate_dataframe'
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Reading categories.csv with pandas optimization
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 7 rows, 2 columns
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 7.7%)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\categories.csv: (7, 2) shape
2025-10-30 16:35:37 | INFO     | no-corre | etl.database         | Read categories.csv: (7, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:35:37 | ERROR    | no-corre | etl.database         | Error reading CSV file categories.csv: 'DatabaseManager' object has no attribute 'validate_dataframe'
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Reading stores.csv with pandas optimization
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 3 rows, 7 columns
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 1.0%)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\stores.csv: (3, 7) shape
2025-10-30 16:35:37 | INFO     | no-corre | etl.database         | Read stores.csv: (3, 7) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:35:37 | ERROR    | no-corre | etl.database         | Error reading CSV file stores.csv: 'DatabaseManager' object has no attribute 'validate_dataframe'
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with pandas optimization
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 10 rows, 8 columns
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Converted column 'store_name' to categorical (3 unique values / 10 total)
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Converted column 'street' to categorical (3 unique values / 10 total)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 19.3%)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\staffs.csv: (10, 8) shape
2025-10-30 16:35:37 | INFO     | no-corre | etl.database         | Read staffs.csv: (10, 8) shape, 0.00MB memory, 2 categorical columns
2025-10-30 16:35:37 | ERROR    | no-corre | etl.database         | Error reading CSV file staffs.csv: 'DatabaseManager' object has no attribute 'validate_dataframe'
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Reading products.csv with pandas optimization
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 321 rows, 6 columns
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Memory optimization: 0.04MB -> 0.03MB (saved 0.01MB, 24.7%)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\products.csv: (321, 6) shape
2025-10-30 16:35:37 | INFO     | no-corre | etl.database         | Read products.csv: (321, 6) shape, 0.03MB memory, 0 categorical columns
2025-10-30 16:35:37 | ERROR    | no-corre | etl.database         | Error reading CSV file products.csv: 'DatabaseManager' object has no attribute 'validate_dataframe'
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with pandas optimization
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 939 rows, 3 columns
2025-10-30 16:35:37 | DEBUG    | no-corre | etl.processing       | Converted column 'store_name' to categorical (3 unique values / 939 total)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Memory optimization: 0.07MB -> 0.00MB (saved 0.07MB, 94.4%)
2025-10-30 16:35:37 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\stocks.csv: (939, 3) shape
2025-10-30 16:35:37 | INFO     | no-corre | etl.database         | Read stocks.csv: (939, 3) shape, 0.00MB memory, 1 categorical columns
2025-10-30 16:35:37 | ERROR    | no-corre | etl.database         | Error reading CSV file stocks.csv: 'DatabaseManager' object has no attribute 'validate_dataframe'
2025-10-30 16:35:37 | INFO     | no-corre | database.connection_manager | Connection pool closed successfully
2025-10-30 16:35:37 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 16:36:29 | WARNING  | no-corre | database.connection_manager | Failed to create MySQL native pool: name 'mysql' is not defined, falling back to manual pool
2025-10-30 16:36:29 | INFO     | no-corre | database.connection_manager | Initialized manual connection pool with 5 connections
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Reading brands.csv with pandas optimization
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 9 rows, 2 columns
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 8.9%)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\brands.csv: (9, 2) shape
2025-10-30 16:36:29 | INFO     | no-corre | etl.database         | Read brands.csv: (9, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:36:29 | ERROR    | no-corre | etl.database         | Error reading CSV file brands.csv: 'BatchProcessor' object has no attribute 'data_validator'
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Reading categories.csv with pandas optimization
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 7 rows, 2 columns
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 7.7%)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\categories.csv: (7, 2) shape
2025-10-30 16:36:29 | INFO     | no-corre | etl.database         | Read categories.csv: (7, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:36:29 | ERROR    | no-corre | etl.database         | Error reading CSV file categories.csv: 'BatchProcessor' object has no attribute 'data_validator'
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Reading stores.csv with pandas optimization
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 3 rows, 7 columns
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 1.0%)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\stores.csv: (3, 7) shape
2025-10-30 16:36:29 | INFO     | no-corre | etl.database         | Read stores.csv: (3, 7) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:36:29 | ERROR    | no-corre | etl.database         | Error reading CSV file stores.csv: 'BatchProcessor' object has no attribute 'data_validator'
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with pandas optimization
